,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
33917,US,Good balance and slightly lean fruit and spice flavors make an agreeable combo in this medium-bodied and nicely tangy wine. Whiffs of cinnamon and earth go with cherry and rhubarb flavors.,Hybrid,86,10,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Peltier 2014 Hybrid Pinot Noir (Lodi),Pinot Noir,Peltier
33926,Italy,"Simple but well made, this offers aromas and flavors of citrus, pear and a hint of bitter almond. Bright acidity gives it clean finish.",Villa Bianchi,86,10,Central Italy,Verdicchio dei Castelli di Jesi Classico,,Kerin O’Keefe,@kerinokeefe,Umani Ronchi 2015 Villa Bianchi  (Verdicchio dei Castelli di Jesi Classico),Verdicchio,Umani Ronchi
33988,US,"This is pretty good Zin, fully ripened and showing classic wild berry and spice notes, although there’s an earthy, cardboardy aroma that’s a little off-putting. The tannins are very soft, and the acidity is a bit low, making it simple and one-dimensional. Still, not a bad deal at this price.",,84,10,California,Sierra Foothills,Sierra Foothills,,,Montevina 1998 Zinfandel (Sierra Foothills),Zinfandel,Montevina
33996,US,"Some rosés are darker in color than this flyweight. But the bouquet and palate each pack some punch. Orange-rind and cranberry scents pave the way for the chocolate and black-plum flavors that blanket the thick palate. At the end, though, it lacks the sleekness mandatory for a very good Pinot Noir.",,83,10,Oregon,Oregon,Oregon Other,Michael Schachner,@wineschach,Firesteed 1998 Pinot Noir (Oregon),Pinot Noir,Firesteed
34034,France,"Strong wood aromas are more than compensated for by the ripe fruits and generous character of the wine. It is a solid effort, full of both fruit and rich texture. Drink from 2016.",Merlot de Sainte-Barbe,87,10,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Sainte-Barbe 2012 Merlot de Sainte-Barbe  (Bordeaux),Bordeaux-style Red Blend,Château Sainte-Barbe
34072,US,"Sweet oak aromas, ripe fruit flavors and a firm texture make a complete and enjoyable package in this full-bodied wine. It has a toasted oak flavor, tasty plum and cinnamon nuances, good acidity and supportive tannins.",Eagle Peak,88,10,California,California,California Other,Jim Gordon,@gordone_cellars,Fetzer 2012 Eagle Peak Merlot (California),Merlot,Fetzer
34147,Argentina,"Tough cherry and plum aromas lead it off, followed by simple, semitart raspberry flavors. There's not much depth or complexity; the palate bounces along inoffensively, and the finish is quick and light. Clean and basic wine.",Los Cardos,84,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Doña Paula 2008 Los Cardos Syrah (Mendoza),Syrah,Doña Paula
34150,Argentina,"Respectable red fruit aromas carry a slight pickled sharpness and the scent of a matchstick, while the palate is lactic and creamy, with strawberry, raspberry, plum and herbal notes. Plump and reasonably well balanced, with an herbal finish.",,84,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Ku Dé Ta 2008 Malbec (Mendoza),Malbec,Ku Dé Ta
34158,Chile,"Aromas of standard berry fruit have a cheesy accent, while the palate is on the flat side in terms of feel and flavors. With respect to flavor, expect mildly herbal berry tastes and cherry tomato. Snappy on the finish but stretched thin.",,84,10,Lontué Valley,,,Michael Schachner,@wineschach,Viña La Fortuna 2007 Cabernet Sauvignon (Lontué Valley),Cabernet Sauvignon,Viña La Fortuna
34185,France,"Despite its Vin de France designation, this is a typical wine from the Gascony area. With its crisp, lightly herbal character and deliciously light texture, it's fruity with citrus and red currant notes. Drink now.",,85,10,France Other,Vin de France,,Roger Voss,@vossroger,Rubus 2015 White (Vin de France),White Blend,Rubus
34191,US,Aromas of Bosc pear and candle wax lead to off-dry fruit flavors. It brings some easy-drinking appeal but lacks a sense of clarity.,Hot to Trot,85,10,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,14 Hands 2015 Hot to Trot White (Columbia Valley (WA)),White Blend,14 Hands
34221,Italy,This opens with a delicate fragrance of white flower and tropical fruit. The easygoing palate offers green apple and Bartlett pear alongside crisp acidity.,,86,10,Lombardy,Lugana,,Kerin O’Keefe,@kerinokeefe,Santa Sofia 2014  Lugana,Turbiana,Santa Sofia
34246,Portugal,"A wine with great juicy swathes of fruit that combine well with the natural structure of the Dão. It is textured and firmly tannic, with delicious black fruits coming through. It's ready to drink, but will certainly benefit from 1–2 years' aging.",Aliança Reserva,88,10,Dão,,,Roger Voss,@vossroger,Caves Aliança 2010 Aliança Reserva Red (Dão),Portuguese Red,Caves Aliança
34283,Greece,"This wine has a savory overall character, with clove, cinnamon and plum on the nose and espresso, red fruit and leather on the palate. A balanced spin of minerals gives it lift. Pair with roast lamb or poultry. A great deal and a good wine.",,86,10,Nemea,,,Susan Kostrzewa,@suskostrzewa,Tsantali 2009 Agiorgitiko (Nemea),Agiorgitiko,Tsantali
34297,Chile,"There's a lot of oak on this value-priced Chard, to the point that any fruit aromas are blanketed. In the mouth, there's ample acidity affording good cut, while flavors of pear and apple are spiced up by aforementioned forceful oak. Fortunately a resiny tasting finish isn't too heavy",Reserva Espiritu de Los Andes Estate Bottled,85,10,Maipo Valley,,,Michael Schachner,@wineschach,Santa Alicia 2013 Reserva Espiritu de Los Andes Estate Bottled Chardonnay (Maipo Valley),Chardonnay,Santa Alicia
34314,Chile,"This opens with grassy, green aromas of candied raspberry. A chunky palate delivers candied, caramelized, slightly weedy red-fruit flavors. Not a lot besides acidity and heat is driving the finish.",Reserva,84,10,Bío Bío Valley,,,Michael Schachner,@wineschach,Agustinos 2015 Reserva Pinot Noir (Bío Bío Valley),Pinot Noir,Agustinos
34315,Portugal,"This wine is soft and creamy with melon and green apple flavors. Light, fruity and crisp, it is ready to drink.",Bonavita,84,10,Lisboa,,,Roger Voss,@vossroger,Casa Santos Lima 2015 Bonavita White (Lisboa),Portuguese White,Casa Santos Lima
34340,Spain,"Candied strawberry and grassy aromas unfold on the nose. On the palate, this blend of Monastrell and Pinot Noir feels heavy. A mix of candied red-fruit flavors and weedy notes finish short.",Federico Paternina Banda Azul Rosé,84,10,Catalonia,Cava,,Michael Schachner,@wineschach,Marqués de la Concordia 2013 Federico Paternina Banda Azul Rosé Sparkling (Cava),Sparkling Blend,Marqués de la Concordia
34341,France,"This is a simple, red-fruit-flavored wine. It has soft tannins, a bright texture and fresh aftertaste. Drink now.",Les Illustres Chateaubriand,84,10,Southwest France,Cahors,,Roger Voss,@vossroger,Meyblum et Fils 2014 Les Illustres Chateaubriand Malbec (Cahors),Malbec,Meyblum et Fils
34442,US,"Vivid grapefruit and crisp apple notes give a big personality to this medium-bodied wine. A light sweetness takes off the acidic edge, while oaky and earthy accents linger on the finish. It's a terrific value and not hard to find.",,89,10,California,Mendocino County,,Jim Gordon,@gordone_cellars,Castle Rock 2016 Sauvignon Blanc (Mendocino County),Sauvignon Blanc,Castle Rock
34513,Chile,"Smells like spiced applesauce. The palate is more full than light, with roundness but lemony, tart flavors of citrus and green apple. Tart again on the finish, with an odd oily feel. Seems green as well.",,83,10,Central Valley,,,Michael Schachner,@wineschach,Chilcas 2010 Sauvignon Blanc (Central Valley),Sauvignon Blanc,Chilcas
34775,Portugal,"Named in tribute to the many wine rivers of Portugal (Foz means estuary), this generous, fruity and soft wine is quite ready to drink. It is smooth with black fruits and light tannins well balanced and cut by acidity.",F'Oz,86,10,Alentejano,,,Roger Voss,@vossroger,J. Portugal Ramos 2013 F'Oz Red (Alentejano),Portuguese Red,J. Portugal Ramos
34800,Spain,"Ripe, minty and exuberant on the front end, this has a hint of animal in addition to a note of blueberry. Saturated and simple, this has a ripe red-berry flavor that comes across as red licorice. Fruity and fun.",Jaloco Joven,85,10,Central Spain,Ribera del Guadiana,,Michael Schachner,@wineschach,Bodegas Medina 2011 Jaloco Joven Red (Ribera del Guadiana),Red Blend,Bodegas Medina
34816,Spain,"This smells a bit wayward and sulfuric, but it's juicy and acidic on the tongue, with lemony and oily, nutty flavors. It holds steady on the finish, which is lemony in character.",Finca Constancia,84,10,Central Spain,Toledo,,Michael Schachner,@wineschach,Altozano 2010 Finca Constancia Verdejo-Sauvignon Blanc (Toledo),Verdejo-Sauvignon Blanc,Altozano
34817,US,"Nicely behaved and well balanced, this gentle wine offers medium body, fresh plum flavors and a texture that's smooth and lightly tannic. The color is relatively deep and aromas are fruity, with a touch of earth.",,89,10,California,California,California Other,Jim Gordon,@gordone_cellars,Bogle 2014 Merlot (California),Merlot,Bogle
34919,US,"The winery continues a trend of fine, everyday Merlots at an affordable price with this dry, elegant 2009. It's full-bodied and deeply flavored with black currants and plums.",,86,10,California,North Coast,North Coast,,,Dynamite Vineyards 2010 Merlot (North Coast),Merlot,Dynamite Vineyards
35042,Spain,"Not an expressive Rueda but it sizzles. Despite being young and driving, it's more neutral in flavor and texture than the winery's Verdejo, which is excellent. This wine shows all citrus with light green accents, and with shrimp or Asian foods it'll do well.",,86,10,Northern Spain,Rueda,,Michael Schachner,@wineschach,Valdelainos 2007 White (Rueda),White Blend,Valdelainos
35060,Portugal,"A cherry-pink-colored wine, soft and full-bodied. Flavors are of wild strawberries, red cherry with a touch of pepper. The wine feels fat, missing acidity.",Paxá,83,10,Algarve,,,Roger Voss,@vossroger,Paxá Wines 2009 Paxá Rosé (Algarve),Rosé,Paxá Wines
35074,Italy,Bacco in Toscana is an easy and slightly awkward blend of Sangiovese and 20% Syrah with bright berry notes and background aromas of moist earth and tobacco.,Bacco in Toscana,83,10,Tuscany,Bolgheri,,,,Podere Guado al Melo 2007 Bacco in Toscana  (Bolgheri),Sangiovese,Podere Guado al Melo
35161,Chile,"Spicy and dry smelling, with red fruit aromas and a hint of prickle and brine to the nose. Smooth in the mouth and full through the midpalate as plum and red berry flavors blend with herbal notes. Mellow and full on the finish. Good value.",Sepia Reserva,86,10,Casablanca Valley,,,Michael Schachner,@wineschach,Vistamar 2010 Sepia Reserva Pinot Noir (Casablanca Valley),Pinot Noir,Vistamar
35225,Chile,"Neutral smelling, with mild apple and briney aromas. Feels heavy, flat and on the thick side, with average flavors of melon but little to no citrus or smack. Melony, soft and bitter on the finish.",Crucero,83,10,Curicó Valley,,,Michael Schachner,@wineschach,Siegel 2011 Crucero Sauvignon Blanc (Curicó Valley),Sauvignon Blanc,Siegel
35230,Chile,"Light and prickly in style, with citrus aromas along with tight cherry and plum scents. Runs lean in the mouth, with short, tart red fruit flavors in front of a crisp, sheer finish.",,83,10,Central Valley,,,Michael Schachner,@wineschach,Cono Sur 2010 Pinot Noir (Central Valley),Pinot Noir,Cono Sur
35248,Argentina,"This murky Malbec has odd, horsey, berry aromas. It's rough and raw on the palate, with leafy, herbal plum flavors that finish rugged and with a dull spiciness.",Silver Series,83,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Restivo 2015 Silver Series Malbec (Mendoza),Malbec,Restivo
35288,US,"It's rich in mango, peach, vanilla, buttered toast and brown sugar flavors, with a clean, tart mouthfeel.",,84,10,California,California,California Other,,,Gnarly Head 2012 Chardonnay (California),Chardonnay,Gnarly Head
35307,Spain,"Scratchy plum and cherry aromas come with creamy oak scents. The grippy palate houses harsh tannins, while plum and berry flavors yield to an overriding oak character on the finish. Monastrell, Syrah and Cabernet Sauvignon comprise the blend.",Tinto Monastrell-Syrah-Cabernet Sauvignon,85,10,Levante,Jumilla,,Michael Schachner,@wineschach,Caracol Serrano 2012 Tinto Monastrell-Syrah-Cabernet Sauvignon Red (Jumilla),Red Blend,Caracol Serrano
35310,Argentina,"Wild berry and meaty sausage aromas introduce a creamy, concentrated palate. Jammy cassis flavors have a peppery edge, while the finish is toasty at first, transitioning to bitter.",Made With Organic Grapes,85,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,VinEcol 2013 Made With Organic Grapes Bonarda (Mendoza),Bonarda,VinEcol
35313,Italy,"Intensely fruity, this simple dessert sparkler offers juicy raspberry, crushed red cherry and strawberry alongside vanilla and a confectionary note. Bright acidity offsets the semisweet flavors.",Amorosa Amabile Rosato,85,10,Central Italy,Lambrusco di Sorbara,,Kerin O’Keefe,@kerinokeefe,Cantina di Sorbara NV Amorosa Amabile Rosato  (Lambrusco di Sorbara),Lambrusco,Cantina di Sorbara
35321,France,"A ripe and smooth wine that brings out all the fruitiness of the vintage. Just enough structure gives the wine shape, while yielding pride of place to the juicy fruits and attractive berry flavors. Drink now.",,85,10,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Garrineau 2012  Bordeaux,Bordeaux-style Red Blend,Château Garrineau
35495,US,"A minty strangeness permeates this wine, which comes off as artificial in flavor. Rumblings of cherry grenadine try to emerge from the muddled midpalate, which otherwise lacks flavor. The quick finish is medicinal and sweet.",,82,10,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Kirkland Signature 2013 Pinot Noir (Carneros),Pinot Noir,Kirkland Signature
35498,Spain,"Pickled and briny smelling up front, this semisweet wine doesn't open well. A cloying, low-acid palate is another strike against it, while flavors of candied apple, canned peaches and vanilla finish sticky.",Satinela Semi Dulce,82,10,Northern Spain,Rioja,,Michael Schachner,@wineschach,Marqués de Cáceres 2014 Satinela Semi Dulce Malvasia-Viura (Rioja),Malvasia-Viura,Marqués de Cáceres
35758,US,"Beautifully feminine, with a delicate cherry-blossom perfume, this off-dry rosé sparkler blends juicy cherry and strawberry flavors, with a hint of earthy, mushroom goodness. Medium sized bubbles are brisk and tonic on the finish.",Gabrielle Rosé Sparkling Wine,86,10,New York,New York,New York Other,Anna Lee C. Iijima,,Ambition NV Gabrielle Rosé Sparkling Wine Sparkling (New York),Sparkling Blend,Ambition
36195,US,"Even at this price, this Cab is hard to like. It's soft and somewhat vegetal, with bizarre sweet oak and cherry jam flavors.",,80,10,California,California,California Other,,,Coyote Creek 2012 Cabernet Sauvignon (California),Cabernet Sauvignon,Coyote Creek
36276,South Africa,"This wine starts with an attractive nose of melons and lemons, followed by bright and exuberant melon and fruit flavors. Balanced with curvy midpalate weight and a clean but exotic finish, it's a fun wine that offers complexity with charm.",,87,10,Western Cape,,,Susan Kostrzewa,@suskostrzewa,Sebeka 2008 Chenin Blanc (Western Cape),Chenin Blanc,Sebeka
36415,US,"The curve on this wine has been going up and up, and this '09 is their best yet. It's bone dry and savory in acids, with ultraclean citrus, mineral and white flower flavors. Just delicious as a cocktail sipper.",,87,10,California,Lake County,,,,Line 39 2009 Sauvignon Blanc (Lake County),Sauvignon Blanc,Line 39
36447,US,"Nervy, herbal aromas and vivid grapefruit alongside lemon flavors make this wine stand out from the pack. It is light to medium in body and has a crisp, tangy texture and refreshing finish.",,88,10,California,California,California Other,Jim Gordon,@gordone_cellars,McManis 2014 Pinot Grigio (California),Pinot Grigio,McManis
36460,France,"This lightly herbal wine is crisp and has a tangy mineral character. It's tight, green and full of citrus fruits. The acidity is right up front, keeping the wine fresh and bright at the end.",,85,10,France Other,Vin de France,,Roger Voss,@vossroger,Le Val 2015 Sauvignon Blanc (Vin de France),Sauvignon Blanc,Le Val
36474,US,"Soft, jammy dried plum and berry flavors fill this juicy, slightly tutti–frutti red. A semidry blend of three French-American hybrid grapes, Chambourcin, Marechal Foch and Vincent, it's easy drinking with just a whisper of tannins marking the finish.",Saint Lawrence,85,10,New York,New York,New York Other,Anna Lee C. Iijima,,Thousand Islands Winery NV Saint Lawrence Red (New York),Red Blend,Thousand Islands Winery
36506,Ukraine,"Persistent bubbles lead the way to aromas of citrus blossom, green apple and yeasty bread. There are flavors of apple juice and lemon preserves in the midpalate. The finish is pleasantly sweet.",Semi-Sweet Bianco,83,10,Ukraine,,,Jeff Jenssen,@worldwineguys,Marengo NV Semi-Sweet Bianco Sparkling (Ukraine),Sparkling Blend,Marengo
36513,Ukraine,"This sparkling rosé has aromas of honeydew melon and dried red cherries. In the mouth, it has persistent bubbles, flavors of ripe strawberry and a sweet red-fruit finish.",Rose,82,10,Ukraine,,,Jeff Jenssen,@worldwineguys,Marengo NV Rose Sparkling (Ukraine),Sparkling Blend,Marengo
36517,Ukraine,"This pale lemon sparkling wine has aromas of citrus flowers, brioche and yeast in the bouquet. It is slightly sweet on the palate with flavors of green apple, peach and sweet lime juice.",Semi-Dry,82,10,Ukraine,,,Jeff Jenssen,@worldwineguys,Marengo NV Semi-Dry Sparkling (Ukraine),Sparkling Blend,Marengo
36542,US,"A perfumed wine with notes of candied orange, peach and lavender. The palate is sweet and easy drinking. Chill down and enjoy.",Sweet,85,10,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,Paradise Peak 2012 Sweet Riesling (Washington),Riesling,Paradise Peak
36726,Argentina,"A little sharp and ringing on the nose, with pine and citrus keeping it ultra fresh. The palate is mildly aggressive and zesty, with herbal raspberry and cherry flavors. With light oak and acidity kicking all the way to the end, this shows the crisp side of Pinot Noir.",,84,10,Mendoza Province,,,Michael Schachner,@wineschach,Alfredo Roca 2006 Pinot Noir,Pinot Noir,Alfredo Roca
36739,US,"Line 39 is a consistently solid name in Lake County Sauvignon Blanc. The 2011 delivers an aromatically inviting, grassy, New Zealand-style wine, with layers of citrus and grapefruit.",,85,10,California,Lake County,,Virginie Boone,@vboone,Line 39 2011 Sauvignon Blanc (Lake County),Sauvignon Blanc,Line 39
36746,Argentina,"After whiffs of burnt rubber and char blow off, this berry-packed Cabernet hits like a small brick with black fruit flavor, which packs punch and aftershocks of cocoa and coffee. Chunky, rough and warm.",Oak Cask,85,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Trapiche 2011 Oak Cask Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Trapiche
36763,US,"A very nice wine, and more proof, if it's needed, that PG can make a crisp, interesting dry white even at an everyday price. Acidity is high and clean, giving a vibrancy to the citrus, honeysuckle, mineral and vanilla flavors.",,86,10,California,California,California Other,,,Little Black Dress 2006 Pinot Grigio (California),Pinot Grigio,Little Black Dress
36774,Portugal,"With what seems a stylistic change, this 2005 version of Periquita is firm, tannic, structured, with dark fruits and plenty of dry tannins. It is impressive for a big brand, dark and concentrated.",Periquita,86,10,Terras do Sado,,,Roger Voss,@vossroger,José Maria da Fonseca 2005 Periquita Red (Terras do Sado),Portuguese Red,José Maria da Fonseca
36785,Spain,This Macabeo (Viura) blend is neutral on the nose but fairly big and bulky on the palate. Flavors of lemon-lime and banana are spritzy at first and then stickier late. The rest of the composition (Macabeo and Parellada) dictates that the flavors will be short; but what's on display is nice and creamy.,Proyecto Cu4tro Blanco,86,10,Catalonia,Catalunya,,Michael Schachner,@wineschach,Bodegas Concavins 2006 Proyecto Cu4tro Blanco White (Catalunya),White Blend,Bodegas Concavins
36801,Portugal,"A ripe, juicy and fruity wine that has attractive black currant aromas, lively acidity on the palate and a light, bright feel. With open berry fruits, this wine is ready to drink.",Quinta do Alqueve Tradicional,85,10,Tejo,,,Roger Voss,@vossroger,Pinhal da Torre 2010 Quinta do Alqueve Tradicional Red (Tejo),Portuguese Red,Pinhal da Torre
36807,US,"This easy Pinot Grigio is marked by ripe orange, peach, tropical fruit and green apple flavors, brightened with crisp, mouthwatering acidity. Moderate in alcohol, it's a versatile, lush white wine to drink now.",,85,10,California,Central Coast,Central Coast,,,Coastline 2012 Pinot Grigio (Central Coast),Pinot Grigio,Coastline
36866,Portugal,"A single-vineyard wine from property owned by the Messias family, this is structured and packed full of tannins. A chocolate and spice character partners with the red fruits and acidity. It is ready to drink.",Quinta do Cachão,87,10,Douro,,,Roger Voss,@vossroger,Messias 2014 Quinta do Cachão Red (Douro),Portuguese Red,Messias
36867,France,The wine is light and crisp with lemon acidity and with a zesty bright texture. There is a touch of minerality and a clean lively aftertaste. Drink now.,Domaine de la Grenaudière Sur Lie,87,10,Loire Valley,Muscadet Sèvre et Maine,,Roger Voss,@vossroger,Ollivier Frères 2016 Domaine de la Grenaudière Sur Lie  (Muscadet Sèvre et Maine),Melon,Ollivier Frères
36873,Portugal,"Coming from the series of single-varietal wines produced by this estate, this wine adds a southern warmth to the crispness and elegant green-fruit flavors of the Alvarinho. It is tangy, hinting at minerality and with a zesty aftertaste. Drink now.",,87,10,Tejo,,,Roger Voss,@vossroger,Quinta da Alorna 2016 Alvarinho (Tejo),Alvarinho,Quinta da Alorna
36874,Portugal,"A ripe and perfumed wine, this is well structured with a touch of crisp minerality as well as melon and peach fruits. It is smooth, balanced and ready to drink.",,87,10,Tejo,,,Roger Voss,@vossroger,Quinta da Alorna 2016 Verdelho (Tejo),Verdelho,Quinta da Alorna
36888,US,This is a good bargain for a varietal that's very difficult to make inexpensively. Whiffs of wood smoke meet ripe concentrated black-cherry flavors in this full-bodied smooth-textured wine. It has moderate fine-grained tannins for grip and a lingering spice and smoke finish.,,87,10,California,California,California Other,Jim Gordon,@gordone_cellars,Belle Ambiance 2015 Pinot Noir (California),Pinot Noir,Belle Ambiance
36895,Germany,"The nose on this easygoing Riesling is a bit reserved, suggesting hints of stone and bramble. It's quite vibrant on the palate though, offering loads of sweet-tart apple and pear flavors bolstered by zesty tangerine acidity. The finish wraps up brisk and clean.",Relax,88,10,Mosel,,,Anna Lee C. Iijima,,Schmitt Söhne 2015 Relax Riesling (Mosel),Riesling,Schmitt Söhne
37048,Portugal,"Elegant and smooth with just a touch of wood and vanilla to bring out the blueberry fruit flavors. It's deliciously perfumed with soft tannins and a gentle, fruity aftertaste.",Quartilho,85,10,Tejo,,,Roger Voss,@vossroger,Quinta do Casal Branco 2010 Quartilho Red (Tejo),Portuguese Red,Quinta do Casal Branco
37053,Spain,"On first whiff, you may not be convinced that this Tempranillo-Cabernet blend is up to snuff. The nose has carob, rubbery oak, creamy vanilla and cookie aromas along with jammy berry. The palate is capped with tannins and feels rubbery, while flavors of milk chocolate, baked cherry and rubber finish with blackened flavors of barbecue. For $10 it's pretty good, but don't expect a miracle.",Mil Cepas Gran Reserva,85,10,Catalonia,Terra Alta,,Michael Schachner,@wineschach,Cellers Unió 2006 Mil Cepas Gran Reserva Tempranillo-Cabernet Sauvignon (Terra Alta),Tempranillo-Cabernet Sauvignon,Cellers Unió
37084,US,"This is a solid Chardonnay for a great price. It has full body and an oaky, buttery personality that will make few enemies. It's richly textured, with an almost-sweet quality to its fruit.",,87,10,California,California,California Other,Jim Gordon,@gordone_cellars,Dark Horse 2014 Chardonnay (California),Chardonnay,Dark Horse
37093,Germany,"Plump, juicy yellow cherry and plum aromas on the nose contrast the taut, steely nature of this off-dry Riesling. Zesty lime and lemon acidity makes it refreshingly brisk and easy-drinking.",Piesporter Michelsberg Kabinett,87,10,Mosel,,,Anna Lee C. Iijima,,St. Christopher 2015 Piesporter Michelsberg Kabinett Riesling (Mosel),Riesling,St. Christopher
37097,South Africa,"This bright and well-balanced wine opens with typical aromas of gooseberry, green plum and fresh herbs, all of which carry through to the light, easygoing palate alongside additional notes of lime and grapefruit peel. It's approachable and clean, with crisp acidity and a mouthwatering finish.",Sea Breeze,87,10,Western Cape,,,Lauren Buzzeo,@laurbuzz,Vintales 2016 Sea Breeze Sauvignon Blanc (Western Cape),Sauvignon Blanc,Vintales
37110,South Africa,"There's a pleasant and subtle chalky texture to this refreshing white, with aromas and flavors of white peach, underripe kiwi and orange peel. The cleanly fruited palate boasts great verve and liveliness, with tart gooseberry and lime flavors that unfold on the close. Drink now.",Bergkelder Selection,87,10,Western Cape,,,Lauren Buzzeo,@laurbuzz,Fleur Du Cap 2016 Bergkelder Selection Sauvignon Blanc (Western Cape),Sauvignon Blanc,Fleur Du Cap
37152,US,"There's quite a showy, fragrant nose on this widely available bottling, with apple blossoms, tuberose and a touch of quinine. The palate also takes on a gin-and-tonic character, powered by lime juice, white peach and botanical notes.",,85,10,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Castle Rock 2014 Chardonnay (Central Coast),Chardonnay,Castle Rock
37156,Chile,"Peach pit and apricot aromas are subdued. The palate is pulpy and fruity, with a light cut of acidity. Pithy flavors of orange and quince end with minor notes of bitterness and greens.",,85,10,Central Valley,,,Michael Schachner,@wineschach,Alto Los Romeros 2015 Sauvignon Blanc (Central Valley),Sauvignon Blanc,Alto Los Romeros
37160,Italy,"The subdued nose eventually reveals black cherry, anise and a whiff of chopped herb that carry over to the straightforward, informal palate. Dusty, drying tannins and a note of bitter sage leave an astringent finish.",Marchese Montefusco,85,10,Sicily & Sardinia,Terre Siciliane,,Kerin O’Keefe,@kerinokeefe,Cantine Ermes 2014 Marchese Montefusco Nero d'Avola (Terre Siciliane),Nero d'Avola,Cantine Ermes
37163,France,"This young, purple-colored wine has young fruit to match. It offers stalky red plum and blueberry flavors, light acidity and a fresh character. It is ready to drink.",,85,10,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château la Rose de Vitrac 2014  Bordeaux,Bordeaux-style Red Blend,Château la Rose de Vitrac
37169,Chile,"Dry, lightly herbal aromas of spicy raspberry and currant precede a tomatoey palate with bright acidity and modest weight. Short, spicy flavors of tomato and plum finish simply, without much flavor or force.",Reserva Estate Bottled,85,10,Maule Valley,,,Michael Schachner,@wineschach,Chilensis 2013 Reserva Estate Bottled Pinot Noir (Maule Valley),Pinot Noir,Chilensis
37225,India,"Pineapple, grapefruit, and apricot show brightly on the nose and palate. Simultaneously refreshing and sophisticated on the palate, this wine has a crisp, lingering finish laced with flavors of almond blossom.",,90,10,Nashik,,,Mike DeSimone,@worldwineguys,Sula 2013 Chenin Blanc (Nashik),Chenin Blanc,Sula
37260,US,This mellowed-out red is ready to drink now. A good level of flavor complexity and a layered texture that is smooth but firm with tannins make this medium-bodied Merlot tasty. It feels so soothing and appetizing that one forgives the fruit and spice notes for being subtle.,,88,10,California,California,California Other,Jim Gordon,@gordone_cellars,Twin Arches 2010 Merlot (California),Merlot,Twin Arches
37317,Italy,"MandraRossa's well-priced Fiano  offers Golden Delicious apple, banana and almond skin. The wine has a candy-like quality overall, but it's also genuine and simple with an easy approach.",,85,10,Sicily & Sardinia,Sicilia,,,,MandraRossa 2007 Fiano (Sicilia),Fiano,MandraRossa
37410,US,"This is a screaming deal for such an admirably good wine, blended with smaller amounts of Petite Sirah and Syrah. Compressed black fruit meets fresh leather on the perfumed nose. The palate follows with thick tannins and mouthcoating flavors of licorice and cinnamon.",Old Vine,90,10,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Kirkland Signature 2014 Old Vine Zinfandel (Sonoma County),Zinfandel,Kirkland Signature
37519,US,"An attractive floral, appley aroma and generous, ripe apple and herb flavors give this medium-bodied wine plenty of personality.",,88,10,California,Mendocino County,,Jim Gordon,@gordone_cellars,Castle Rock 2015 Sauvignon Blanc (Mendocino County),Sauvignon Blanc,Castle Rock
37641,France,"Full bodied and rich, this has flavors of apple and lemon, with a warm and ripe feel that is balanced by a final mineral character. It needs several months to come together.",Mouton Cadet,87,10,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Baron Philippe de Rothschild 2011 Mouton Cadet  (Bordeaux Blanc),Bordeaux-style White Blend,Baron Philippe de Rothschild
37679,Argentina,"Golden in color, with a nose of gardenia, green herb and lychee. This feels solid, but it's softening, with adequate grip despite no overt acidity. It tastes peachy and oily. Drink immediately.",Selección,84,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,San Felipe 2010 Selección Torrontés (Mendoza),Torrontés,San Felipe
37680,Italy,"From a dynamic, family-run wine estate in northern Italy, this light Pinot Grigio offers aromas of lemon soda, peach and tangerine skin.",,84,10,Veneto,Veneto,,,,Stival 2010 Pinot Grigio (Veneto),Pinot Grigio,Stival
37684,US,"There are tons of juicy raspberry and cherry flavors in this soft, gentle red blend.",,84,10,California,California,California Other,,,Ensemble 2010 Red (California),Red Blend,Ensemble
37687,Argentina,"On the nose, aromas of sweet, red hard candy mingle with a note of animal fur. Fairly tannic and lively in the mouth, this has herbal, rubbery flavors alongside jumpy red-berry fruit. The finish is a bit abrasive.",Staccato Made with Organically Grown Grapes,84,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Caligiore 2011 Staccato Made with Organically Grown Grapes Malbec-Cabernet Sauvignon (Mendoza),Malbec-Cabernet Sauvignon,Caligiore
